Count Sec mSec ID Len SrcPort DestPort Flags
1368 1607293086 240411 54461 52 443 58622 16
1369 1607293086 240475 54462 83 443 58622 24
1370 1607293086 240484 54463 1182 443 58622 24
1371 1607293086 244408 10225 52 443 58624 17
1372 1607293086 245005 54464 2852 443 58622 16
1373 1607293086 245240 54466 2852 443 58622 16
1374 1607293086 245490 54468 4252 443 58622 16
1375 1607293086 245741 54471 2852 443 58622 16
1376 1607293086 245990 54473 2852 443 58622 16
1377 1607293086 246232 54475 1058 443 58622 24
1378 1607293086 246245 17976 131 443 52290 24
1379 1607293086 246297 54476 1452 443 58622 16
1380 1607293086 246497 54477 2852 443 58622 16
1381 1607293086 246741 54479 2852 443 58622 16
1382 1607293086 246989 17977 131 443 52290 24
1383 1607293086 247275 17978 114 443 52290 24
1384 1607293086 247291 54481 2852 443 58622 16
1385 1607293086 250608 54483 2852 443 58622 16
1386 1607293086 250802 54485 2852 443 58622 16
1387 1607293086 251058 54487 2852 443 58622 16
1388 1607293086 251307 54489 2852 443 58622 16
1389 1607293086 251557 54491 2852 443 58622 16
1390 1607293086 251801 54493 2852 443 58622 16
1391 1607293086 252051 54495 2852 443 58622 16
1392 1607293086 252308 54497 2852 443 58622 16
1393 1607293086 252563 54499 2852 443 58622 16
1394 1607293086 252808 54501 2852 443 58622 16
1395 1607293086 253057 54503 2852 443 58622 16
1396 1607293086 253311 54505 4252 443 58622 16
1397 1607293086 253554 54508 2852 443 58622 16
1398 1607293086 253816 54510 2852 443 58622 16
1399 1607293086 254056 54512 2852 443 58622 16
1400 1607293086 254306 54514 3116 443 58622 16
1401 1607293086 254578 54517 2852 443 58622 16
1402 1607293086 254825 54519 2852 443 58622 16
1403 1607293086 255102 54521 2852 443 58622 16
1404 1607293086 257263 54523 2852 443 58622 16
1405 1607293086 266668 54525 2852 443 58622 16
1406 1607293086 266867 54527 2852 443 58622 16
1407 1607293086 267230 54529 2852 443 58622 16
1408 1607293086 267361 54531 2852 443 58622 16
1409 1607293086 267616 54533 2852 443 58622 16
1410 1607293086 267868 54535 2852 443 58622 16
1411 1607293086 268111 54537 2852 443 58622 16
1412 1607293086 268361 54539 2852 443 58622 16
1413 1607293086 268608 54541 2852 443 58622 16
1414 1607293086 268867 54543 2852 443 58622 16
1415 1607293086 269120 54545 4252 443 58622 16
1416 1607293086 269366 54548 2852 443 58622 16
1417 1607293086 269614 54550 2852 443 58622 16
1418 1607293086 269871 54552 2852 443 58622 16
1419 1607293086 270114 54554 2852 443 58622 16
1420 1607293086 270357 54556 2852 443 58622 16
1421 1607293086 270622 54558 2852 443 58622 16
1422 1607293086 270864 54560 2852 443 58622 16
1423 1607293086 271116 54562 2852 443 58622 16
1424 1607293086 271358 54564 2852 443 58622 16
1425 1607293086 271613 54566 2852 443 58622 16
1426 1607293086 271882 54568 3980 443 58622 16
1427 1607293086 271895 17979 52 443 52290 16
1428 1607293086 271902 17980 83 443 52290 24
1429 1607293086 272113 54571 2852 443 58622 16
1430 1607293086 272404 54573 2852 443 58622 16
1431 1607293086 272647 54575 2884 443 58622 16
1432 1607293086 272894 54578 2852 443 58622 16
1433 1607293086 273139 54580 2852 443 58622 16
1434 1607293086 273386 54582 3092 443 58622 16
1435 1607293086 273647 54585 2852 443 58622 16
1436 1607293086 273897 54587 1761 443 58622 24
1437 1607293086 298831 17981 2852 443 52290 16
1438 1607293086 298990 17983 1676 443 52290 24
1439 1607293086 299001 17985 83 443 52290 24
1440 1607293086 349992 1947 52 443 54670 16
1441 1607293086 350153 1948 87 443 54670 24
1442 1607293086 446236 1949 2852 443 54670 16
1443 1607293086 446428 1951 2852 443 54670 16
1444 1607293086 446664 1953 2852 443 54670 16
1445 1607293086 446931 1955 2852 443 54670 16
1446 1607293086 447182 1957 2852 443 54670 16
1447 1607293086 450687 1959 2852 443 54670 16
1448 1607293086 450930 1961 2852 443 54670 16
1449 1607293086 451201 1963 2852 443 54670 16
1450 1607293086 451428 1965 2852 443 54670 16
1451 1607293086 451685 1967 2852 443 54670 16
1452 1607293086 451929 1969 2852 443 54670 16
1453 1607293086 452173 1971 2852 443 54670 16
1454 1607293086 452429 1973 2852 443 54670 16
1455 1607293086 452679 1975 2852 443 54670 16
1456 1607293086 452935 1977 2852 443 54670 16
1457 1607293086 455380 1979 2852 443 54670 16
1458 1607293086 455592 1981 2852 443 54670 16
1459 1607293086 455843 1983 2852 443 54670 16
1460 1607293086 456090 1985 2852 443 54670 16
1461 1607293086 456339 1987 2852 443 54670 16
1462 1607293086 458522 1989 2852 443 54670 16
1463 1607293086 458556 1991 2852 443 54670 16
1464 1607293086 458565 1993 2852 443 54670 16
1465 1607293086 458587 1995 2852 443 54670 16
1466 1607293086 458595 1997 2852 443 54670 16
1467 1607293086 458603 1999 2852 443 54670 16
1468 1607293086 458612 2001 2852 443 54670 16
1469 1607293086 458620 2003 4252 443 54670 16
1470 1607293086 458629 2006 2575 443 54670 24
1471 1607293086 470015 2008 52 443 54670 16
1472 1607293086 470298 2009 1850 443 54670 24
1473 1607293086 584322 17986 233 443 52290 24
1474 1607293086 642961 2011 2852 443 54670 16
1475 1607293086 643126 2013 2852 443 54670 16
1476 1607293086 643395 2015 773 443 54670 24
1477 1607293086 755041 47538 83 443 40984 24
1478 1607293086 770575 47539 52 443 40984 16
1479 1607293086 785046 2016 52 443 54670 16
1480 1607293086 785146 2017 87 443 54670 24
1481 1607293086 849756 2018 556 443 54670 24
1482 1607293086 855441 17987 2852 443 52290 16
1483 1607293086 855630 17989 2852 443 52290 16
1484 1607293086 855828 17991 2852 443 52290 16
1485 1607293086 856080 17993 2852 443 52290 16
1486 1607293086 857358 17995 2852 443 52290 16
1487 1607293086 862109 17997 2852 443 52290 16
1488 1607293086 862235 17999 2852 443 52290 16
1489 1607293086 862247 18001 2852 443 52290 16
1490 1607293086 862260 18003 2852 443 52290 16
1491 1607293086 862272 18005 2852 443 52290 16
1492 1607293086 862421 18007 2852 443 52290 16
1493 1607293086 862667 18009 2852 443 52290 16
1494 1607293086 862913 18011 2852 443 52290 16
1495 1607293086 863175 18013 1452 443 52290 16
1496 1607293086 864225 18014 2852 443 52290 16
1497 1607293086 864411 18016 1452 443 52290 16
1498 1607293086 867396 18017 2852 443 52290 16
1499 1607293086 867427 18019 2852 443 52290 16
1500 1607293086 867435 18021 2852 443 52290 16
1501 1607293086 867587 18023 2852 443 52290 16
1502 1607293086 867842 18025 2852 443 52290 16
1503 1607293086 868084 18027 2852 443 52290 16
1504 1607293086 868334 18029 2852 443 52290 16
1505 1607293086 868584 18031 2852 443 52290 16
1506 1607293086 868839 18033 2852 443 52290 16
1507 1607293086 869083 18035 2852 443 52290 16
1508 1607293086 869341 18037 4252 443 52290 16
1509 1607293086 869585 18040 1452 443 52290 16
1510 1607293086 870162 18041 2852 443 52290 16
1511 1607293086 870401 18043 2852 443 52290 16
1512 1607293086 870650 18045 2852 443 52290 16
1513 1607293086 870899 18047 2852 443 52290 16
1514 1607293086 871150 18049 1286 443 52290 24
1515 1607293086 926795 34367 94 443 34070 24
1516 1607293086 931131 34368 52 443 34070 16
1517 1607293086 931168 34369 94 443 34070 24
1518 1607293086 932270 34370 698 443 34070 24
1519 1607293086 937171 34371 697 443 34070 24
1520 1607293086 965181 34372 52 443 34070 16
1521 1607293086 965252 34373 94 443 34070 24
1522 1607293086 970557 34374 698 443 34070 24
1523 1607293087 87243 2019 2852 443 54670 16
1524 1607293087 87429 2021 2852 443 54670 16
1525 1607293087 87688 2023 2852 443 54670 16
1526 1607293087 87941 2025 2852 443 54670 16
1527 1607293087 88193 2027 2852 443 54670 16
1528 1607293087 88439 2029 2458 443 54670 24
1529 1607293087 88681 2031 2852 443 54670 16
1530 1607293087 88934 2033 2852 443 54670 16
1531 1607293087 89188 2035 4252 443 54670 16
1532 1607293087 89436 2038 2852 443 54670 16
1533 1607293087 89688 2040 2852 443 54670 16
1534 1607293087 89946 2042 2852 443 54670 16
1535 1607293087 90194 2044 2852 443 54670 16
1536 1607293087 90427 2046 2852 443 54670 16
1537 1607293087 90682 2048 2852 443 54670 16
1538 1607293087 90932 2050 2852 443 54670 16
1539 1607293087 91213 28345 87 443 34908 24
1540 1607293087 91228 28346 316 443 34908 24
1541 1607293087 91236 28347 273 443 34908 24
1542 1607293087 91245 2052 1452 443 54670 16
1543 1607293087 91252 2053 1452 443 54670 16
1544 1607293087 91426 2054 2852 443 54670 16
1545 1607293087 91678 2056 2852 443 54670 16
1546 1607293087 91928 2058 2788 443 54670 24
1547 1607293087 97270 0 60 443 39144 18
1548 1607293087 102359 46615 553 443 58220 24
1549 1607293087 120873 21850 52 443 39144 16
1550 1607293087 121577 21851 2426 443 39144 24
1551 1607293087 159195 21853 103 443 39144 24
1552 1607293087 202814 21854 52 443 39144 16
1553 1607293087 241477 21855 525 443 39144 24
1554 1607293087 271981 2060 2852 443 54670 16
1555 1607293087 272186 2062 2852 443 54670 16
1556 1607293087 272414 2064 2852 443 54670 16
1557 1607293087 272669 2066 2852 443 54670 16
1558 1607293087 272909 2068 2852 443 54670 16
1559 1607293087 273171 2070 2458 443 54670 24
1560 1607293087 273403 2072 2852 443 54670 16
1561 1607293087 273682 2074 2852 443 54670 16
1562 1607293087 273908 2076 4252 443 54670 16
1563 1607293087 274167 2079 2852 443 54670 16
1564 1607293087 274420 2081 2852 443 54670 16
1565 1607293087 274654 2083 1058 443 54670 24
1566 1607293087 274666 2084 1452 443 54670 16
1567 1607293087 274914 2085 2852 443 54670 16
1568 1607293087 275151 2087 2852 443 54670 16
1569 1607293087 275418 2089 2852 443 54670 16
1570 1607293087 275662 2091 2852 443 54670 16
1571 1607293087 275920 2093 4252 443 54670 16
1572 1607293087 276162 2096 2852 443 54670 16
1573 1607293087 276416 2098 2852 443 54670 16
1574 1607293087 276661 2100 2852 443 54670 16
1575 1607293087 276914 2102 2852 443 54670 16
1576 1607293087 277158 2104 2852 443 54670 16
1577 1607293087 277402 2106 2852 443 54670 16
1578 1607293087 277657 2108 2852 443 54670 16
1579 1607293087 277916 2110 2852 443 54670 16
1580 1607293087 278156 2112 2852 443 54670 16
1581 1607293087 278416 2114 4252 443 54670 16
1582 1607293087 278666 2117 2852 443 54670 16
1583 1607293087 278916 2119 2852 443 54670 16
1584 1607293087 279164 2121 2852 443 54670 16
1585 1607293087 279421 2123 2852 443 54670 16
1586 1607293087 279679 2125 2852 443 54670 16
1587 1607293087 279915 2127 2852 443 54670 16
1588 1607293087 280166 2129 2852 443 54670 16
1589 1607293087 280411 2131 2852 443 54670 16
1590 1607293087 280665 2133 2852 443 54670 16
1591 1607293087 280919 2135 2505 443 54670 24
1592 1607293087 304740 2137 52 443 54670 16
1593 1607293087 304816 2138 2852 443 54670 16
1594 1607293087 304827 2140 2852 443 54670 16
1595 1607293087 304838 2142 2852 443 54670 16
1596 1607293087 304848 2144 2852 443 54670 16
1597 1607293087 304857 2146 2852 443 54670 16
1598 1607293087 304867 2148 2458 443 54670 24
1599 1607293087 304877 2150 2852 443 54670 16
1600 1607293087 304888 2152 2852 443 54670 16
1601 1607293087 304901 2154 4252 443 54670 16
1602 1607293087 304911 2157 2852 443 54670 16
1603 1607293087 304921 2159 2852 443 54670 16
1604 1607293087 304930 2161 1058 443 54670 24
1605 1607293087 304940 2162 1452 443 54670 16
1606 1607293087 304949 2163 2852 443 54670 16
1607 1607293087 304959 2165 2852 443 54670 16
1608 1607293087 304969 2167 2852 443 54670 16
1609 1607293087 304981 2169 4252 443 54670 16
1610 1607293087 304991 2172 2852 443 54670 16
1611 1607293087 305001 2174 2852 443 54670 16
1612 1607293087 305104 2176 2852 443 54670 16
1613 1607293087 305295 2178 2852 443 54670 16
1614 1607293087 305609 2180 657 443 54670 24
1615 1607293087 330700 2181 2852 443 54670 16
1616 1607293087 335605 2183 2852 443 54670 16
1617 1607293087 335669 2185 2852 443 54670 16
1618 1607293087 335680 2187 2895 443 54670 24
1619 1607293087 335687 2190 52 443 54670 16
1620 1607293087 335697 2191 2852 443 54670 16
1621 1607293087 335705 2193 2852 443 54670 16
1622 1607293087 335715 2195 2852 443 54670 16
1623 1607293087 335723 2197 2852 443 54670 16
1624 1607293087 335731 2199 2852 443 54670 16
1625 1607293087 335740 2201 2458 443 54670 24
1626 1607293087 335748 2203 1452 443 54670 16
1627 1607293087 335756 2204 1452 443 54670 16
1628 1607293087 335767 2205 4252 443 54670 16
1629 1607293087 335867 2208 2852 443 54670 16
1630 1607293087 335877 2210 2852 443 54670 16
1631 1607293087 335903 2212 2852 443 54670 16
1632 1607293087 335910 2214 1375 443 54670 24
1633 1607293087 335918 2215 1299 443 54670 24
1634 1607293087 335925 2216 52 443 54670 16
1635 1607293087 335934 2217 2852 443 54670 16
1636 1607293087 335942 2219 2852 443 54670 16
1637 1607293087 335951 2221 2852 443 54670 16
1638 1607293087 335959 2223 2895 443 54670 24
1639 1607293087 472354 0 60 443 54814 18
1640 1607293087 492499 53316 52 443 54814 16
1641 1607293087 492550 53317 1450 443 54814 16
1642 1607293087 492707 53318 1450 443 54814 16
1643 1607293087 492854 53319 1834 443 54814 24
1644 1607293087 532065 53321 103 443 54814 24
1645 1607293087 532119 53322 121 443 54814 24
1646 1607293087 535854 53323 52 443 54814 16
1647 1607293087 535894 53324 90 443 54814 24
1648 1607293087 543539 53325 2848 443 54814 16
1649 1607293087 543782 53327 2848 443 54814 16
1650 1607293087 543912 53329 2848 443 54814 16
1651 1607293087 546224 53331 2164 443 54814 24
1652 1607293087 547256 53333 2848 443 54814 16
1653 1607293087 557197 53335 2848 443 54814 16
1654 1607293087 557435 53337 2848 443 54814 16
1655 1607293087 557564 53339 2848 443 54814 16
1656 1607293087 557822 53341 2848 443 54814 16
1657 1607293087 558072 53343 2848 443 54814 16
1658 1607293087 558326 53345 2848 443 54814 16
1659 1607293087 558564 53347 2848 443 54814 16
1660 1607293087 558812 53349 2848 443 54814 16
1661 1607293087 559071 53351 2848 443 54814 16
1662 1607293087 559619 53353 2848 443 54814 16
1663 1607293087 559847 53355 655 443 54814 24
1664 1607293087 640900 2226 1250 443 54670 24
1665 1607293087 645633 2227 52 443 54670 16
1666 1607293087 645888 2228 1452 443 54670 16
1667 1607293087 646143 2229 4252 443 54670 16
1668 1607293087 646383 2232 433 443 54670 24
1669 1607293087 693332 2233 52 443 54670 16
1670 1607293087 812675 21831 52 443 49806 16
1671 1607293087 842426 0 60 443 54816 18
1672 1607293087 865155 2708 52 443 54816 16
1673 1607293087 865465 2709 1450 443 54816 16
1674 1607293087 865698 2710 3232 443 54816 24
1675 1607293087 903511 2713 103 443 54816 24
1676 1607293087 903561 2714 121 443 54816 24
1677 1607293087 908325 2715 90 443 54816 24
1678 1607293087 911897 2716 2848 443 54816 16
1679 1607293087 912157 2718 2848 443 54816 16
1680 1607293087 912340 2720 2848 443 54816 16
1681 1607293087 912592 2722 1450 443 54816 16
1682 1607293087 917171 2234 52 443 54670 16
1683 1607293087 917210 2235 52 443 54670 16
1684 1607293087 917446 2236 2581 443 54670 24
1685 1607293087 927015 2723 2848 443 54816 16
1686 1607293087 927114 2725 2848 443 54816 16
1687 1607293087 927361 2727 2848 443 54816 16
1688 1607293087 928464 2729 2848 443 54816 16
1689 1607293087 928678 2731 2848 443 54816 16
1690 1607293087 928928 2733 2848 443 54816 16
1691 1607293087 929179 2735 2848 443 54816 16
1692 1607293087 929432 2737 2848 443 54816 16
1693 1607293087 929679 2739 2848 443 54816 16
1694 1607293087 929933 2741 2848 443 54816 16
1695 1607293087 941930 2743 2848 443 54816 16
1696 1607293087 942122 2745 2848 443 54816 16
1697 1607293087 942343 2747 2848 443 54816 16
1698 1607293087 942587 2749 2848 443 54816 16
1699 1607293087 942838 2751 2848 443 54816 16
1700 1607293087 949971 2238 765 443 54670 24
1701 1607293087 951843 2753 2848 443 54816 16
1702 1607293087 952071 2755 2848 443 54816 16
1703 1607293087 952320 2757 2848 443 54816 16
1704 1607293087 952570 2759 2848 443 54816 16
1705 1607293087 952821 2761 2848 443 54816 16
1706 1607293087 953070 2763 2848 443 54816 16
1707 1607293087 953319 2765 2848 443 54816 16
1708 1607293087 953568 2767 2848 443 54816 16
1709 1607293087 953822 2769 2848 443 54816 16
1710 1607293087 954078 2771 2848 443 54816 16
1711 1607293087 954334 2773 4246 443 54816 16
1712 1607293087 954574 2776 2848 443 54816 16
1713 1607293087 954817 2778 1450 443 54816 16
1714 1607293087 956117 2239 52 443 54670 16
1715 1607293087 956147 2240 471 443 54670 24
1716 1607293087 956846 2779 2848 443 54816 16
1717 1607293087 957091 2781 2848 443 54816 16
1718 1607293087 957339 2783 2848 443 54816 16
1719 1607293087 957590 2785 2848 443 54816 16
1720 1607293087 960866 2787 2848 443 54816 24
1721 1607293087 961144 2789 2848 443 54816 16
1722 1607293087 961323 2791 2848 443 54816 16
1723 1607293087 961565 2793 1450 443 54816 16
1724 1607293087 966694 2794 2848 443 54816 16
1725 1607293087 966745 2796 2848 443 54816 16
1726 1607293087 966978 2798 2848 443 54816 16
1727 1607293087 967165 2800 2848 443 54816 16
1728 1607293087 967407 2802 2848 443 54816 16
1729 1607293087 967659 2804 2848 443 54816 16
1730 1607293087 967912 2806 2848 443 54816 16
1731 1607293087 968167 2808 2848 443 54816 16
1732 1607293087 968414 2810 2848 443 54816 16
1733 1607293087 968657 2812 2848 443 54816 16
1734 1607293087 968917 2814 4246 443 54816 16
1735 1607293087 969163 2817 2848 443 54816 16
1736 1607293087 969411 2819 2848 443 54816 16
1737 1607293087 969662 2821 2848 443 54816 16
1738 1607293087 969905 2823 1450 443 54816 16
1739 1607293087 969918 2824 1450 443 54816 16
1740 1607293087 970165 2825 2848 443 54816 16
1741 1607293087 970416 2827 2848 443 54816 16
1742 1607293087 970666 2829 2848 443 54816 16
1743 1607293087 971045 2831 3878 443 54816 24
1744 1607293088 271587 53356 1385 443 54814 24
1745 1607293088 320709 52231 52 443 38448 16
1746 1607293088 528513 22542 52 443 43012 16
1747 1607293088 539418 0 60 443 38106 18
1748 1607293088 554496 0 60 443 41986 18
1749 1607293088 568252 28947 52 443 41986 16
1750 1607293088 569372 28948 2852 443 41986 16
1751 1607293088 569571 28950 1348 443 41986 24
1752 1607293088 569584 28951 82 443 41986 24
1753 1607293088 573098 28952 52 443 41986 17
1754 1607293088 611533 28348 87 443 34908 24
1755 1607293088 639563 2241 956 443 54670 24
1756 1607293088 655375 28349 52 443 34908 16
1757 1607293088 658334 53357 52 443 54814 16
1758 1607293088 685281 2242 52 443 54670 16
1759 1607293088 710092 53358 581 443 54814 24
1760 1607293088 770685 2243 52 443 54670 16
1761 1607293088 770973 2244 2852 443 54670 16
1762 1607293088 771174 2246 2852 443 54670 16
1763 1607293088 771426 2248 2852 443 54670 16
1764 1607293088 771680 2250 2852 443 54670 16
1765 1607293088 771924 2252 1547 443 54670 24
1766 1607293088 783789 2254 52 443 54670 16
1767 1607293088 783843 2255 2852 443 54670 16
1768 1607293088 783854 2257 2852 443 54670 16
1769 1607293088 783864 2259 2852 443 54670 16
1770 1607293088 784011 2261 2852 443 54670 16
1771 1607293088 784249 2263 2852 443 54670 16
1772 1607293088 784488 2265 2852 443 54670 16
1773 1607293088 784728 2267 1192 443 54670 24
1774 1607293088 784740 2268 1452 443 54670 16
1775 1607293088 784977 2269 2852 443 54670 16
1776 1607293088 785230 2271 2852 443 54670 16
1777 1607293088 785492 2273 2852 443 54670 16
1778 1607293088 788231 2275 2852 443 54670 16
1779 1607293088 788411 2277 741 443 54670 24
1780 1607293088 856698 18050 1452 443 52290 16
1781 1607293088 856914 18051 2852 443 52290 16
1782 1607293088 857169 18053 2852 443 52290 16
1783 1607293088 857422 18055 2852 443 52290 16
1784 1607293088 857669 18057 2852 443 52290 16
1785 1607293088 857918 18059 1452 443 52290 16
1786 1607293088 859158 0 60 443 52934 18
1787 1607293088 860570 0 60 443 32900 18
1788 1607293088 861444 18060 2852 443 52290 16
1789 1607293088 861678 18062 2852 443 52290 16
1790 1607293088 861927 18064 2852 443 52290 16
1791 1607293088 862196 18066 2852 443 52290 16
1792 1607293088 862427 18068 2852 443 52290 16
1793 1607293088 862678 18070 2852 443 52290 16
1794 1607293088 862929 18072 2852 443 52290 16
1795 1607293088 863176 18074 2852 443 52290 16
1796 1607293088 863429 18076 2852 443 52290 16
1797 1607293088 863676 18078 2852 443 52290 16
1798 1607293088 865459 18080 2852 443 52290 16
1799 1607293088 865689 18082 2852 443 52290 16
1800 1607293088 867477 18084 2852 443 52290 16
1801 1607293088 867681 18086 2852 443 52290 16
1802 1607293088 867932 18088 2852 443 52290 16
1803 1607293088 868185 18090 1452 443 52290 16
1804 1607293088 868204 18091 1452 443 52290 16
1805 1607293088 868439 18092 2852 443 52290 16
1806 1607293088 868695 18094 2852 443 52290 16
1807 1607293088 868939 18096 2852 443 52290 16
1808 1607293088 869187 18098 2852 443 52290 16
1809 1607293088 869436 18100 2852 443 52290 16
1810 1607293088 869685 18102 2852 443 52290 16
1811 1607293088 869940 18104 4252 443 52290 16
1812 1607293088 870198 18107 2852 443 52290 16
1813 1607293088 870438 18109 2852 443 52290 16
1814 1607293088 870688 18111 2852 443 52290 16
1815 1607293088 870936 18113 2852 443 52290 16
1816 1607293088 871182 18115 2852 443 52290 16
1817 1607293088 871436 18117 2852 443 52290 16
1818 1607293088 871685 18119 1452 443 52290 16
1819 1607293088 871703 18120 1452 443 52290 16
1820 1607293088 871939 18121 2852 443 52290 16
1821 1607293088 872185 18123 1452 443 52290 16
1822 1607293088 872203 18124 2852 443 52290 16
1823 1607293088 872431 18126 1452 443 52290 16
1824 1607293088 872692 18127 4252 443 52290 16
1825 1607293088 872939 18130 2852 443 52290 16
1826 1607293088 873186 40084 52 443 52934 16
1827 1607293088 873202 18132 2852 443 52290 16
1828 1607293088 873437 18134 2852 443 52290 16
1829 1607293088 873684 18136 1452 443 52290 16
1830 1607293088 873699 40085 1452 443 52934 16
1831 1607293088 873936 40086 2748 443 52934 24
1832 1607293088 873956 40088 83 443 52934 24
1833 1607293088 874201 18137 2852 443 52290 16
1834 1607293088 874438 18139 2852 443 52290 16
1835 1607293088 874684 18141 1452 443 52290 16
1836 1607293088 874697 18142 1452 443 52290 16
1837 1607293088 874938 18143 2852 443 52290 16
1838 1607293088 875201 18145 4252 443 52290 16
1839 1607293088 875449 18148 2852 443 52290 16
1840 1607293088 875684 18150 2852 443 52290 16
1841 1607293088 875935 18152 2852 443 52290 16
1842 1607293088 876188 18154 2852 443 52290 16
1843 1607293088 876435 18156 2852 443 52290 16
1844 1607293088 876815 18158 2852 443 52290 16
1845 1607293088 876978 18160 2852 443 52290 16
1846 1607293088 877186 18162 2852 443 52290 16
1847 1607293088 877439 18164 2852 443 52290 16
1848 1607293088 877686 18166 2852 443 52290 16
1849 1607293088 877935 18168 2852 443 52290 16
1850 1607293088 878206 18170 4252 443 52290 16
1851 1607293088 878437 18173 1452 443 52290 16
1852 1607293088 878450 18174 1452 443 52290 16
1853 1607293088 878690 18175 2852 443 52290 16
1854 1607293088 878943 18177 2852 443 52290 16
1855 1607293088 879192 18179 2852 443 52290 16
1856 1607293088 879438 18181 2852 443 52290 24
1857 1607293088 879696 18183 2852 443 52290 16
1858 1607293088 879951 18185 2852 443 52290 16
1859 1607293088 880198 18187 2852 443 52290 16
1860 1607293088 880445 18189 2852 443 52290 16
1861 1607293088 880689 18191 2852 443 52290 16
1862 1607293088 880940 18193 4252 443 52290 16
1863 1607293088 881188 18196 2852 443 52290 16
1864 1607293088 881442 18198 2852 443 52290 16
1865 1607293088 881692 18200 2852 443 52290 16
1866 1607293088 881948 18202 2852 443 52290 16
1867 1607293088 882206 18204 2852 443 52290 16
1868 1607293088 882444 18206 2852 443 52290 16
1869 1607293088 882697 18208 2852 443 52290 16
1870 1607293088 882955 18210 2852 443 52290 16
1871 1607293088 886222 18212 2852 443 52290 16
1872 1607293088 886254 18214 4252 443 52290 16
1873 1607293088 886263 18217 2852 443 52290 16
1874 1607293088 886271 18219 2852 443 52290 16
1875 1607293088 886279 18221 2852 443 52290 16
1876 1607293088 886287 18223 2852 443 52290 16
1877 1607293088 886295 18225 2852 443 52290 16
1878 1607293088 886303 18227 2852 443 52290 16
1879 1607293088 886310 18229 2852 443 52290 16
1880 1607293088 886318 18231 2852 443 52290 16
1881 1607293088 886326 18233 2852 443 52290 16
1882 1607293088 886335 18235 4252 443 52290 16
1883 1607293088 886343 18238 2852 443 52290 16
1884 1607293088 886443 18240 2852 443 52290 16
1885 1607293088 886698 18242 2852 443 52290 16
1886 1607293088 887008 18244 2852 443 52290 16
1887 1607293088 887229 18246 2852 443 52290 16
1888 1607293088 887476 18248 2852 443 52290 16
1889 1607293088 887722 18250 2852 443 52290 16
1890 1607293088 887978 18252 2852 443 52290 16
1891 1607293088 888233 18254 2852 443 52290 16
1892 1607293088 888485 18256 4252 443 52290 16
1893 1607293088 888701 18259 2852 443 52290 16
1894 1607293088 888951 18261 2852 443 52290 16
1895 1607293088 889202 18263 2852 443 52290 16
1896 1607293088 889448 18265 2852 443 52290 16
1897 1607293088 889698 18267 2852 443 52290 16
1898 1607293088 889949 18269 2852 443 52290 16
1899 1607293088 890225 18271 1452 443 52290 16
1900 1607293088 890240 18272 1452 443 52290 16
1901 1607293088 890454 18273 2852 443 52290 24
1902 1607293088 890694 18275 2852 443 52290 16
1903 1607293088 890944 18277 2852 443 52290 16
1904 1607293088 891207 18279 4252 443 52290 16
1905 1607293088 891451 18282 2852 443 52290 16
1906 1607293088 891710 18284 2852 443 52290 16
1907 1607293088 891974 18286 2852 443 52290 16
1908 1607293088 892199 18288 2852 443 52290 16
1909 1607293088 892458 18290 2852 443 52290 16
1910 1607293088 892699 18292 2852 443 52290 16
1911 1607293088 892952 18294 2852 443 52290 16
1912 1607293088 893206 18296 2852 443 52290 16
1913 1607293088 893455 18298 2852 443 52290 16
1914 1607293088 894889 18300 2852 443 52290 16
1915 1607293088 895118 18302 2852 443 52290 16
1916 1607293088 895370 18304 2852 443 52290 16
1917 1607293088 895619 18306 2852 443 52290 16
1918 1607293088 895875 18308 2852 443 52290 16
1919 1607293088 896123 18310 2852 443 52290 16
1920 1607293088 896370 18312 2852 443 52290 16
1921 1607293088 896620 18314 2852 443 52290 16
1922 1607293088 896872 18316 2852 443 52290 16
1923 1607293088 897119 18318 2852 443 52290 16
1924 1607293088 897379 18320 4252 443 52290 16
1925 1607293088 897621 18323 2852 443 52290 16
1926 1607293088 897870 18325 2852 443 52290 16
1927 1607293088 898120 18327 2852 443 52290 16
1928 1607293088 898374 18329 2852 443 52290 16
1929 1607293088 898631 18331 2852 443 52290 16
1930 1607293088 898873 18333 2852 443 52290 16
1931 1607293088 899127 18335 2852 443 52290 16
1932 1607293088 899539 18337 2852 443 52290 16
1933 1607293088 899625 18339 2852 443 52290 16
1934 1607293088 899873 18341 2852 443 52290 16
1935 1607293088 900126 18343 2260 443 52290 16
1936 1607293088 900147 18345 1452 443 52290 16
1937 1607293088 900374 18346 2852 443 52290 16
1938 1607293088 900628 18348 1764 443 52290 16
1939 1607293088 900643 18350 1452 443 52290 16
1940 1607293088 900877 18351 2852 443 52290 16
1941 1607293088 901149 18353 2852 443 52290 16
1942 1607293088 901380 18355 2852 443 52290 16
1943 1607293088 901625 18357 2852 443 52290 16
1944 1607293088 901877 18359 2852 443 52290 16
1945 1607293088 902123 18361 1580 443 52290 16
1946 1607293088 902145 18363 1452 443 52290 16
1947 1607293088 902373 18364 2852 443 52290 16
1948 1607293088 902621 18366 2852 443 52290 16
1949 1607293088 902868 18368 1604 443 52290 16
1950 1607293088 902879 18370 1452 443 52290 16
1951 1607293088 903122 18371 1604 443 52290 16
1952 1607293088 903135 18373 1452 443 52290 16
